game,difficulty,model,model_short,timestamp,run_id,repeat,dimension,indicator,score,max_score,normalized
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,interaction_validity,2.0,2.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,1.0,2.0,0.5
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,modularity,3.0,20.0,0.15
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,reuse,20.0,20.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,comments,15.0,15.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,constants,5.0,15.0,0.3333333333333333
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,complexity,0.0,15.0,0.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,visual,25.0,25.0,1.0
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,smoothness,15.0,35.0,0.42857142857142855
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,balance,12.0,20.0,0.6
flappy_bird,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,audio_animation,14.0,20.0,0.7
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,python_syntax_correct,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,short_runtime_stable,0.0,1.0,0.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,dependency_initialization_complete,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,window_creation,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,event_handling_mechanism,1.0,1.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,process_controllability,0.0,1.0,0.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,rule_completeness,1.0,2.0,0.5
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,interaction_validity,2.0,2.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,2.0,2.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,modularity,12.0,20.0,0.6
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,reuse,17.0,20.0,0.85
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,comments,0.0,15.0,0.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,constants,10.0,15.0,0.6666666666666666
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,complexity,10.0,15.0,0.6666666666666666
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,visual,20.0,25.0,0.8
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,smoothness,15.0,35.0,0.42857142857142855
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,balance,20.0,20.0,1.0
dodge_blocks,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,audio_animation,6.0,20.0,0.3
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,python_syntax_correct,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,short_runtime_stable,0.0,1.0,0.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,dependency_initialization_complete,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,window_creation,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,event_handling_mechanism,1.0,1.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,process_controllability,0.0,1.0,0.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,rule_completeness,1.0,2.0,0.5
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,interaction_validity,2.0,2.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,2.0,2.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,modularity,3.0,20.0,0.15
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,reuse,17.0,20.0,0.85
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,comments,15.0,15.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,constants,5.0,15.0,0.3333333333333333
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,complexity,0.0,15.0,0.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,visual,25.0,25.0,1.0
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,smoothness,15.0,35.0,0.42857142857142855
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,balance,12.0,20.0,0.6
dodge_blocks,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,audio_animation,14.0,20.0,0.7
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,python_syntax_correct,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,short_runtime_stable,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,dependency_initialization_complete,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,window_creation,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,event_handling_mechanism,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,process_controllability,1.0,1.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,rule_completeness,1.0,2.0,0.5
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,interaction_validity,2.0,2.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,2.0,2.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,modularity,3.0,20.0,0.15
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,reuse,20.0,20.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,comments,15.0,15.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,constants,5.0,15.0,0.3333333333333333
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,complexity,0.0,15.0,0.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,visual,25.0,25.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,smoothness,35.0,35.0,1.0
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,balance,12.0,20.0,0.6
dodge_blocks,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,audio_animation,14.0,20.0,0.7
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,python_syntax_correct,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,short_runtime_stable,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,dependency_initialization_complete,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,window_creation,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,event_handling_mechanism,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,process_controllability,1.0,1.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,rule_completeness,1.0,2.0,0.5
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,interaction_validity,1.0,2.0,0.5
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,1.0,2.0,0.5
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,modularity,12.0,20.0,0.6
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,reuse,20.0,20.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,comments,0.0,15.0,0.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,constants,0.0,15.0,0.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,complexity,10.0,15.0,0.6666666666666666
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,visual,20.0,25.0,0.8
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,smoothness,35.0,35.0,1.0
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,balance,6.0,20.0,0.3
pong,easy,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,audio_animation,14.0,20.0,0.7
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,python_syntax_correct,1.0,1.0,1.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,short_runtime_stable,0.0,1.0,0.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,dependency_initialization_complete,1.0,1.0,1.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,window_creation,1.0,1.0,1.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,event_handling_mechanism,1.0,1.0,1.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,process_controllability,0.0,1.0,0.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,rule_completeness,1.0,2.0,0.5
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,interaction_validity,2.0,2.0,1.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,1.0,2.0,0.5
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,modularity,19.0,20.0,0.95
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,reuse,20.0,20.0,1.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,comments,10.0,15.0,0.6666666666666666
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,constants,0.0,15.0,0.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,complexity,15.0,15.0,1.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,visual,25.0,25.0,1.0
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,smoothness,15.0,35.0,0.42857142857142855
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,balance,12.0,20.0,0.6
pong,easy,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,audio_animation,14.0,20.0,0.7
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,python_syntax_correct,1.0,1.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,short_runtime_stable,1.0,1.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,dependency_initialization_complete,1.0,1.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,window_creation,1.0,1.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,event_handling_mechanism,1.0,1.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,process_controllability,1.0,1.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,rule_completeness,1.0,2.0,0.5
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,interaction_validity,2.0,2.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,1.0,2.0,0.5
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,modularity,12.0,20.0,0.6
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,reuse,15.0,20.0,0.75
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,comments,15.0,15.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,constants,5.0,15.0,0.3333333333333333
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,complexity,5.0,15.0,0.3333333333333333
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,visual,25.0,25.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,smoothness,35.0,35.0,1.0
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,balance,12.0,20.0,0.6
pong,easy,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,audio_animation,14.0,20.0,0.7
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,python_syntax_correct,1.0,1.0,1.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,short_runtime_stable,1.0,1.0,1.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,dependency_initialization_complete,1.0,1.0,1.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,window_creation,1.0,1.0,1.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,event_handling_mechanism,1.0,1.0,1.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Executability,process_controllability,1.0,1.0,1.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,rule_completeness,1.0,2.0,0.5
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,interaction_validity,2.0,2.0,1.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,1.0,2.0,0.5
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,modularity,12.0,20.0,0.6
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,reuse,10.0,20.0,0.5
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,comments,0.0,15.0,0.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,constants,0.0,15.0,0.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,Code Quality,complexity,0.0,15.0,0.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,visual,25.0,25.0,1.0
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,smoothness,25.0,35.0,0.7142857142857143
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,balance,12.0,20.0,0.6
tetris,medium,amazon.nova-pro-v1:0,Nova Pro,20260430_111957,20260430_111957,2,UX,audio_animation,8.0,20.0,0.4
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,python_syntax_correct,1.0,1.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,short_runtime_stable,1.0,1.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,dependency_initialization_complete,1.0,1.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,window_creation,1.0,1.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,event_handling_mechanism,1.0,1.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Executability,process_controllability,1.0,1.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,rule_completeness,1.0,2.0,0.5
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,interaction_validity,2.0,2.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,1.0,2.0,0.5
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,modularity,15.0,20.0,0.75
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,reuse,15.0,20.0,0.75
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,comments,0.0,15.0,0.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,constants,0.0,15.0,0.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,Code Quality,complexity,10.0,15.0,0.6666666666666666
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,visual,25.0,25.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,smoothness,35.0,35.0,1.0
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,balance,12.0,20.0,0.6
tetris,medium,deepseek.v3.2,DeepSeek V3.2,20260430_111957,20260430_111957,2,UX,audio_animation,14.0,20.0,0.7
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,python_syntax_correct,1.0,1.0,1.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,short_runtime_stable,0.0,1.0,0.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,dependency_initialization_complete,1.0,1.0,1.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,window_creation,1.0,1.0,1.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,event_handling_mechanism,1.0,1.0,1.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Executability,process_controllability,0.0,1.0,0.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,rule_completeness,1.0,2.0,0.5
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,state_evolution,1.0,2.0,0.5
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,interaction_validity,2.0,2.0,1.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,goal_feedback_alignment,1.0,2.0,0.5
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Functionality,constraint_termination,1.0,2.0,0.5
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,modularity,17.0,20.0,0.85
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,reuse,15.0,20.0,0.75
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,naming,15.0,15.0,1.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,comments,15.0,15.0,1.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,constants,0.0,15.0,0.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,Code Quality,complexity,0.0,15.0,0.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,visual,25.0,25.0,1.0
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,smoothness,15.0,35.0,0.42857142857142855
tetris,medium,qwen.qwen3-coder-next,Qwen Coder,20260430_111957,20260430_111957,2,UX,balance,12.0,20.0,0.6
